시점,월별,가해자음주정도별1,가해자음주정도별2,주야별,사고건수,사망자수,부상자수
2008,2월,음주운전,측정불응,야,34,0,77
2008,2월,음주운전,0.05%~0.09%,주,100,8,178
2008,2월,음주운전,0.05%~0.09%,야,296,7,552
2008,2월,음주운전,0.10%~0.14%,주,135,3,248
2008,2월,음주운전,0.10%~0.14%,야,654,16,1201
2008,2월,음주운전,0.15%~0.19%,주,82,2,142
2008,2월,음주운전,0.15%~0.19%,야,433,15,824
2008,2월,음주운전,0.20%~0.24%,주,30,1,60
2008,2월,음주운전,0.20%~0.24%,야,119,13,219
2008,2월,음주운전,0.25%~0.29%,주,7,1,13
2008,2월,음주운전,0.25%~0.29%,야,15,5,15
2008,2월,음주운전,0.30%~0.34%,주,3,0,8
2008,2월,음주운전,0.30%~0.34%,야,5,0,7
2008,2월,측정불능,측정불능,주,5,0,6
2008,2월,측정불능,측정불능,야,13,1,19
2008,2월,해당 없음,해당 없음,주,6591,156,10829
2008,2월,해당 없음,해당 없음,야,5460,180,8630
2008,2월,기타불명,기타불명,주,51,1,60
2008,2월,기타불명,기타불명,야,100,4,121
2008,3월,음주상태,0.05%미만,주,10,3,14
2008,3월,음주상태,0.05%미만,야,25,7,37
2008,3월,음주운전,측정불응,주,7,0,13
2008,3월,음주운전,측정불응,야,40,0,62
2008,3월,음주운전,0.05%~0.09%,주,138,3,226
2008,3월,음주운전,0.05%~0.09%,야,385,10,639
2008,3월,음주운전,0.10%~0.14%,주,154,3,275
2008,3월,음주운전,0.10%~0.14%,야,790,15,1508
2008,3월,음주운전,0.15%~0.19%,주,134,6,228
2008,3월,음주운전,0.15%~0.19%,야,518,17,1012
2008,3월,음주운전,0.20%~0.24%,주,45,3,72
2008,3월,음주운전,0.20%~0.24%,야,178,17,294
2008,3월,음주운전,0.25%~0.29%,주,4,1,6
2008,3월,음주운전,0.25%~0.29%,야,27,7,42
2008,3월,음주운전,0.30%~0.34%,주,2,1,2
2008,3월,음주운전,0.30%~0.34%,야,8,3,14
2008,3월,음주운전,0.35%이상,야,4,2,4
2008,3월,측정불능,측정불능,주,4,0,6
2008,3월,측정불능,측정불능,야,5,0,9
2008,3월,해당 없음,해당 없음,주,7683,186,11693
2008,3월,해당 없음,해당 없음,야,6401,214,9902
2008,3월,기타불명,기타불명,주,79,2,85
2008,3월,기타불명,기타불명,야,111,2,141
2008,4월,음주상태,0.05%미만,주,15,4,68
2008,4월,음주상태,0.05%미만,야,19,7,32
2008,4월,음주운전,측정불응,주,12,0,12
2008,4월,음주운전,측정불응,야,36,0,55
2008,4월,음주운전,0.05%~0.09%,주,113,5,198
2008,4월,음주운전,0.05%~0.09%,야,303,6,510
2008,4월,음주운전,0.10%~0.14%,주,155,9,272
2008,4월,음주운전,0.10%~0.14%,야,683,14,1240
2008,4월,음주운전,0.15%~0.19%,주,133,6,253
2008,4월,음주운전,0.15%~0.19%,야,550,21,1013
2008,4월,음주운전,0.20%~0.24%,주,51,4,96
2008,4월,음주운전,0.20%~0.24%,야,197,14,355
2008,4월,음주운전,0.25%~0.29%,주,18,2,30
2008,4월,음주운전,0.25%~0.29%,야,33,5,50
2008,4월,음주운전,0.30%~0.34%,주,6,0,10
2008,4월,음주운전,0.30%~0.34%,야,6,3,7
2008,4월,음주운전,0.35%이상,주,2,0,2
2008,4월,측정불능,측정불능,주,2,0,3
2008,4월,측정불능,측정불능,야,5,0,8
2008,4월,해당 없음,해당 없음,주,8362,187,12970
2008,4월,해당 없음,해당 없음,야,6549,183,9880
2008,4월,기타불명,기타불명,주,107,2,124
2008,4월,기타불명,기타불명,야,141,4,176
2008,5월,음주상태,0.05%미만,주,16,8,11
2008,5월,음주상태,0.05%미만,야,21,6,30
2008,5월,음주운전,측정불응,주,10,0,21
2008,5월,음주운전,측정불응,야,28,0,53
2008,5월,음주운전,0.05%~0.09%,주,114,4,260
2008,5월,음주운전,0.05%~0.09%,야,275,13,464
2008,5월,음주운전,0.10%~0.14%,주,166,5,299
2008,5월,음주운전,0.10%~0.14%,야,616,17,1090
2008,5월,음주운전,0.15%~0.19%,주,139,4,235
2008,5월,음주운전,0.15%~0.19%,야,573,12,1097
2008,5월,음주운전,0.20%~0.24%,주,67,2,111
2008,5월,음주운전,0.20%~0.24%,야,229,11,455
2008,5월,음주운전,0.25%~0.29%,주,26,1,37
2008,5월,음주운전,0.25%~0.29%,야,45,4,82
2008,5월,음주운전,0.30%~0.34%,주,7,0,10
2008,5월,음주운전,0.30%~0.34%,야,8,1,13
2008,5월,음주운전,0.35%이상,주,1,0,1
2008,5월,측정불능,측정불능,주,3,0,4
2008,5월,측정불능,측정불능,야,8,2,11
2008,5월,해당 없음,해당 없음,주,9708,192,15375
2008,5월,해당 없음,해당 없음,야,7265,210,11058
2008,5월,기타불명,기타불명,주,90,1,104
2008,5월,기타불명,기타불명,야,100,0,114
2008,6월,음주상태,0.05%미만,주,6,2,16
2008,6월,음주상태,0.05%미만,야,27,3,51
2008,6월,음주운전,측정불응,주,13,0,18
2008,6월,음주운전,측정불응,야,26,0,50
2008,6월,음주운전,0.05%~0.09%,주,98,5,160
2008,6월,음주운전,0.05%~0.09%,야,269,5,480
2008,6월,음주운전,0.10%~0.14%,주,163,3,286
2008,6월,음주운전,0.10%~0.14%,야,546,14,943
2008,6월,음주운전,0.15%~0.19%,주,141,4,252
2008,6월,음주운전,0.15%~0.19%,야,579,22,1024
2008,6월,음주운전,0.20%~0.24%,주,70,4,123
2008,6월,음주운전,0.20%~0.24%,야,259,9,484
2008,6월,음주운전,0.25%~0.29%,주,25,0,44
2008,6월,음주운전,0.25%~0.29%,야,60,1,93
2008,6월,음주운전,0.30%~0.34%,주,8,0,15
2008,6월,음주운전,0.30%~0.34%,야,13,1,19
2008,6월,음주운전,0.35%이상,주,1,0,2
2008,6월,음주운전,0.35%이상,야,2,0,3
2008,6월,측정불능,측정불능,주,3,0,4
2008,6월,측정불능,측정불능,야,6,0,11
2008,6월,해당 없음,해당 없음,주,9029,179,13766
2008,6월,해당 없음,해당 없음,야,7232,169,10761
2008,6월,기타불명,기타불명,주,108,0,110
2008,6월,기타불명,기타불명,야,140,2,157
2008,7월,음주상태,0.05%미만,주,10,4,8
2008,7월,음주상태,0.05%미만,야,24,7,33
2008,7월,음주운전,측정불응,주,10,0,19
2008,7월,음주운전,측정불응,야,42,0,76
2008,7월,음주운전,0.05%~0.09%,주,92,4,143
2008,7월,음주운전,0.05%~0.09%,야,257,7,442
2008,7월,음주운전,0.10%~0.14%,주,154,4,285
2008,7월,음주운전,0.10%~0.14%,야,526,25,891
2008,7월,음주운전,0.15%~0.19%,주,135,2,235
2008,7월,음주운전,0.15%~0.19%,야,592,10,1071
2008,7월,음주운전,0.20%~0.24%,주,89,0,155
2008,7월,음주운전,0.20%~0.24%,야,275,13,488
2008,7월,음주운전,0.25%~0.29%,주,27,1,35
2008,7월,음주운전,0.25%~0.29%,야,70,3,119
2008,7월,음주운전,0.30%~0.34%,주,5,0,7
2008,7월,음주운전,0.30%~0.34%,야,13,0,21
2008,7월,음주운전,0.35%이상,주,2,0,5
2008,7월,음주운전,0.35%이상,야,1,0,3
2008,7월,측정불능,측정불능,주,2,0,2
2008,7월,측정불능,측정불능,야,9,1,15
2008,7월,해당 없음,해당 없음,주,9588,190,15054
2008,7월,해당 없음,해당 없음,야,7431,177,11224
2008,7월,기타불명,기타불명,주,87,1,92
2008,7월,기타불명,기타불명,야,121,3,130
2008,8월,음주상태,0.05%미만,주,21,7,37
2008,8월,음주상태,0.05%미만,야,21,5,37
2008,8월,음주운전,측정불응,주,11,0,15
2008,8월,음주운전,측정불응,야,22,0,39
2008,8월,음주운전,0.05%~0.09%,주,107,6,191
2008,8월,음주운전,0.05%~0.09%,야,256,15,466
2008,8월,음주운전,0.10%~0.14%,주,149,2,275
2008,8월,음주운전,0.10%~0.14%,야,488,14,889
2008,8월,음주운전,0.15%~0.19%,주,161,5,302
2008,8월,음주운전,0.15%~0.19%,야,576,21,1050
2008,8월,음주운전,0.20%~0.24%,주,95,7,187
2008,8월,음주운전,0.20%~0.24%,야,248,21,430
2008,8월,음주운전,0.25%~0.29%,주,26,4,38
2008,8월,음주운전,0.25%~0.29%,야,52,2,86
2008,8월,음주운전,0.30%~0.34%,주,7,0,8
2008,8월,음주운전,0.30%~0.34%,야,7,1,7
2008,8월,음주운전,0.35%이상,주,1,0,1
2008,8월,음주운전,0.35%이상,야,2,1,1
2008,8월,측정불능,측정불능,주,1,0,4
2008,8월,측정불능,측정불능,야,8,2,7
2008,8월,해당 없음,해당 없음,주,8920,194,14410
2008,8월,해당 없음,해당 없음,야,7143,220,10958
2008,8월,기타불명,기타불명,주,85,0,110
2008,8월,기타불명,기타불명,야,138,2,157
2008,9월,음주상태,0.05%미만,주,12,8,18
2008,9월,음주상태,0.05%미만,야,23,9,32
2008,9월,음주운전,측정불응,주,12,0,22
2008,9월,음주운전,측정불응,야,19,0,34
2008,9월,음주운전,0.05%~0.09%,주,93,3,189
2008,9월,음주운전,0.05%~0.09%,야,260,5,474
2008,9월,음주운전,0.10%~0.14%,주,129,0,251
2008,9월,음주운전,0.10%~0.14%,야,523,19,892
2008,9월,음주운전,0.15%~0.19%,주,120,3,222
2008,9월,음주운전,0.15%~0.19%,야,486,20,882
2008,9월,음주운전,0.20%~0.24%,주,73,4,146
2008,9월,음주운전,0.20%~0.24%,야,224,16,365
2008,9월,음주운전,0.25%~0.29%,주,29,2,56
2008,9월,음주운전,0.25%~0.29%,야,39,4,68
2008,9월,음주운전,0.30%~0.34%,주,9,2,12
2008,9월,음주운전,0.30%~0.34%,야,8,0,12
2008,9월,음주운전,0.35%이상,주,1,0,1
2008,9월,음주운전,0.35%이상,야,3,1,6
2008,9월,측정불능,측정불능,주,1,0,1
2008,9월,측정불능,측정불능,야,12,0,17
2008,9월,해당 없음,해당 없음,주,8746,201,13545
2008,9월,해당 없음,해당 없음,야,6973,204,10388
2008,9월,기타불명,기타불명,주,102,0,114
2008,9월,기타불명,기타불명,야,126,1,147
2008,10월,음주상태,0.05%미만,주,11,6,21
2008,10월,음주상태,0.05%미만,야,23,8,33
2008,10월,음주운전,측정불응,주,8,0,12
2008,10월,음주운전,측정불응,야,29,0,60
2008,10월,음주운전,0.05%~0.09%,주,138,2,264
2008,10월,음주운전,0.05%~0.09%,야,310,17,536
2008,10월,음주운전,0.10%~0.14%,주,172,5,281
2008,10월,음주운전,0.10%~0.14%,야,646,27,1171
2008,10월,음주운전,0.15%~0.19%,주,168,6,313
2008,10월,음주운전,0.15%~0.19%,야,609,23,1108
2008,10월,음주운전,0.20%~0.24%,주,75,5,115
2008,10월,음주운전,0.20%~0.24%,야,223,13,410
2008,10월,음주운전,0.25%~0.29%,주,19,2,31
2008,10월,음주운전,0.25%~0.29%,야,48,6,80
2008,10월,음주운전,0.30%~0.34%,주,2,0,3
2008,10월,음주운전,0.30%~0.34%,야,6,2,12
2008,10월,음주운전,0.35%이상,주,1,0,3
2008,10월,음주운전,0.35%이상,야,3,1,3
2008,10월,측정불능,측정불능,주,3,0,5
2008,10월,측정불능,측정불능,야,9,0,16
2008,10월,해당 없음,해당 없음,주,9593,210,14748
2008,10월,해당 없음,해당 없음,야,7585,236,11386
2008,10월,기타불명,기타불명,주,111,3,129
2008,10월,기타불명,기타불명,야,134,2,142
2008,11월,음주상태,0.05%미만,주,8,2,9
2008,11월,음주상태,0.05%미만,야,21,4,37
2008,11월,음주운전,측정불응,주,9,0,18
2008,11월,음주운전,측정불응,야,39,1,63
2008,11월,음주운전,0.05%~0.09%,주,122,10,225
2008,11월,음주운전,0.05%~0.09%,야,331,16,596
2008,11월,음주운전,0.10%~0.14%,주,188,5,334
2008,11월,음주운전,0.10%~0.14%,야,700,17,1296
2008,11월,음주운전,0.15%~0.19%,주,142,6,269
2008,11월,음주운전,0.15%~0.19%,야,558,18,955
2008,11월,음주운전,0.20%~0.24%,주,71,2,127
2008,11월,음주운전,0.20%~0.24%,야,171,8,330
2008,11월,음주운전,0.25%~0.29%,주,11,3,26
2008,11월,음주운전,0.25%~0.29%,야,39,6,83
2008,11월,음주운전,0.30%~0.34%,주,1,0,3
2008,11월,음주운전,0.30%~0.34%,야,4,1,4
2008,11월,음주운전,0.35%이상,주,2,0,3
2008,11월,음주운전,0.35%이상,야,1,0,3
2008,11월,측정불능,측정불능,주,6,1,10
2008,11월,측정불능,측정불능,야,10,1,17
2008,11월,해당 없음,해당 없음,주,9632,213,14722
2008,11월,해당 없음,해당 없음,야,7287,212,11182
2008,11월,기타불명,기타불명,주,121,1,135
2008,11월,기타불명,기타불명,야,123,1,138
2008,12월,음주상태,0.05%미만,주,25,15,59
2008,12월,음주상태,0.05%미만,야,20,5,30
2008,12월,음주운전,측정불응,주,9,0,10
2008,12월,음주운전,측정불응,야,53,2,88
2008,12월,음주운전,0.05%~0.09%,주,120,7,208
2008,12월,음주운전,0.05%~0.09%,야,320,11,587
2008,12월,음주운전,0.10%~0.14%,주,171,6,309
2008,12월,음주운전,0.10%~0.14%,야,737,13,1391
2008,12월,음주운전,0.15%~0.19%,주,127,2,207
2008,12월,음주운전,0.15%~0.19%,야,505,22,921
2008,12월,음주운전,0.20%~0.24%,주,30,1,66
2008,12월,음주운전,0.20%~0.24%,야,148,5,295
2008,12월,음주운전,0.25%~0.29%,주,14,0,29
2008,12월,음주운전,0.25%~0.29%,야,28,4,59
2008,12월,음주운전,0.30%~0.34%,주,2,0,2
2008,12월,음주운전,0.30%~0.34%,야,4,1,9
2008,12월,음주운전,0.35%이상,주,2,0,6
2008,12월,음주운전,0.35%이상,야,2,0,2
2008,12월,측정불능,측정불능,주,4,0,10
2008,12월,측정불능,측정불능,야,8,2,10
2008,12월,해당 없음,해당 없음,주,8743,211,13352
2008,12월,해당 없음,해당 없음,야,7361,209,11169
2008,12월,기타불명,기타불명,주,90,2,101
2008,12월,기타불명,기타불명,야,140,1,164
2009,전체,음주상태,0.05%미만,주,173,71,355
2009,전체,음주상태,0.05%미만,야,272,83,429
2009,전체,음주운전,측정불응,주,107,0,174
2009,전체,음주운전,측정불응,야,414,1,749
2009,전체,음주운전,0.05%~0.09%,주,1455,54,2649
2009,전체,음주운전,0.05%~0.09%,야,3996,124,7148
2009,전체,음주운전,0.10%~0.14%,주,1992,51,3662
2009,전체,음주운전,0.10%~0.14%,야,8303,190,14956
2009,전체,음주운전,0.15%~0.19%,주,1566,72,2763
2009,전체,음주운전,0.15%~0.19%,야,6689,198,12246
2009,전체,음주운전,0.20%~0.24%,주,720,34,1273
2009,전체,음주운전,0.20%~0.24%,야,2195,100,3880
2009,전체,음주운전,0.25%~0.29%,주,215,22,381
2009,전체,음주운전,0.25%~0.29%,야,387,36,665
2009,전체,음주운전,0.30%~0.34%,주,56,4,97
2009,전체,음주운전,0.30%~0.34%,야,88,12,121
2009,전체,음주운전,0.35%이상,주,11,0,14
2009,전체,음주운전,0.35%이상,야,13,0,19
2009,전체,측정불능,측정불능,주,50,0,67
2009,전체,측정불능,측정불능,야,137,8,201
2009,전체,해당 없음,해당 없음,주,112444,2404,173551
2009,전체,해당 없음,해당 없음,야,87851,2336,133123
2009,전체,기타불명,기타불명,주,1224,9,1430
2009,전체,기타불명,기타불명,야,1632,29,1922
2009,1월,음주상태,0.05%미만,주,11,2,24
2009,1월,음주상태,0.05%미만,야,19,7,22
2009,1월,음주운전,측정불응,주,6,0,10
2009,1월,음주운전,측정불응,야,28,0,56
2009,1월,음주운전,0.05%~0.09%,주,109,3,185
2009,1월,음주운전,0.05%~0.09%,야,348,9,674
2009,1월,음주운전,0.10%~0.14%,주,142,3,273
2009,1월,음주운전,0.10%~0.14%,야,720,15,1353
2009,1월,음주운전,0.15%~0.19%,주,109,4,210
2009,1월,음주운전,0.15%~0.19%,야,411,13,778
2009,1월,음주운전,0.20%~0.24%,주,30,1,54
2009,1월,음주운전,0.20%~0.24%,야,113,7,220
2009,1월,음주운전,0.25%~0.29%,주,9,2,26
2009,1월,음주운전,0.25%~0.29%,야,14,2,27
2009,1월,음주운전,0.30%~0.34%,주,3,1,2
2009,1월,음주운전,0.30%~0.34%,야,3,1,2
2009,1월,음주운전,0.35%이상,주,1,0,1
2009,1월,음주운전,0.35%이상,야,1,0,1
2009,1월,측정불능,측정불능,주,2,0,2
2009,1월,측정불능,측정불능,야,14,0,23
2009,1월,해당 없음,해당 없음,주,7894,193,13169
2009,1월,해당 없음,해당 없음,야,6364,206,10055
2009,1월,기타불명,기타불명,주,71,1,80
2009,1월,기타불명,기타불명,야,110,5,126
2009,2월,음주상태,0.05%미만,주,10,4,10
2009,2월,음주상태,0.05%미만,야,20,5,22
2009,2월,음주운전,측정불응,주,9,0,20
2009,2월,음주운전,측정불응,야,40,0,85
2009,2월,음주운전,0.05%~0.09%,주,97,2,173
2009,2월,음주운전,0.05%~0.09%,야,360,15,657
2009,2월,음주운전,0.10%~0.14%,주,155,2,291
2009,2월,음주운전,0.10%~0.14%,야,709,14,1345
2009,2월,음주운전,0.15%~0.19%,주,87,3,148
2009,2월,음주운전,0.15%~0.19%,야,436,15,791
2009,2월,음주운전,0.20%~0.24%,주,41,2,76
2009,2월,음주운전,0.20%~0.24%,야,113,6,211
2009,2월,음주운전,0.25%~0.29%,주,8,1,14
2009,2월,음주운전,0.25%~0.29%,야,25,4,49
2009,2월,음주운전,0.30%~0.34%,주,1,0,1
2009,2월,음주운전,0.30%~0.34%,야,5,2,4
2009,2월,측정불능,측정불능,주,3,0,5
2009,2월,측정불능,측정불능,야,9,0,15
2009,2월,해당 없음,해당 없음,주,7113,164,10958
2009,2월,해당 없음,해당 없음,야,6086,162,9352
2009,2월,기타불명,기타불명,주,65,1,77
2009,2월,기타불명,기타불명,야,110,3,125
2009,3월,음주상태,0.05%미만,주,21,5,31
2009,3월,음주상태,0.05%미만,야,16,2,27
2009,3월,음주운전,측정불응,주,16,0,25
2009,3월,음주운전,측정불응,야,35,0,64
2009,3월,음주운전,0.05%~0.09%,주,114,2,209
2009,3월,음주운전,0.05%~0.09%,야,357,10,640
2009,3월,음주운전,0.10%~0.14%,주,162,3,283
2009,3월,음주운전,0.10%~0.14%,야,786,22,1401
2009,3월,음주운전,0.15%~0.19%,주,115,2,197
2009,3월,음주운전,0.15%~0.19%,야,541,27,986
2009,3월,음주운전,0.20%~0.24%,주,46,2,76
2009,3월,음주운전,0.20%~0.24%,야,152,14,269
2009,3월,음주운전,0.25%~0.29%,주,14,2,27
2009,3월,음주운전,0.25%~0.29%,야,38,2,63
2009,3월,음주운전,0.30%~0.34%,주,2,0,3
2009,3월,음주운전,0.30%~0.34%,야,10,1,12
2009,3월,음주운전,0.35%이상,주,1,0,2
2009,3월,음주운전,0.35%이상,야,1,0,1
2009,3월,측정불능,측정불능,주,5,0,6
2009,3월,측정불능,측정불능,야,6,1,8
2009,3월,해당 없음,해당 없음,주,8679,159,13240
2009,3월,해당 없음,해당 없음,야,6885,211,10146
2009,3월,기타불명,기타불명,주,104,1,112
2009,3월,기타불명,기타불명,야,118,2,139
2009,4월,음주상태,0.05%미만,주,9,6,47
2009,4월,음주상태,0.05%미만,야,25,12,31
2009,4월,음주운전,측정불응,주,4,0,8
2009,4월,음주운전,측정불응,야,40,0,62
2009,4월,음주운전,0.05%~0.09%,주,108,4,203
2009,4월,음주운전,0.05%~0.09%,야,327,12,574
2009,4월,음주운전,0.10%~0.14%,주,145,4,254
2009,4월,음주운전,0.10%~0.14%,야,691,19,1219
2009,4월,음주운전,0.15%~0.19%,주,128,5,261
2009,4월,음주운전,0.15%~0.19%,야,569,12,1049
2009,4월,음주운전,0.20%~0.24%,주,63,3,108
2009,4월,음주운전,0.20%~0.24%,야,173,12,269
2009,4월,음주운전,0.25%~0.29%,주,13,0,21
2009,4월,음주운전,0.25%~0.29%,야,32,3,56
2009,4월,음주운전,0.30%~0.34%,주,3,0,7
2009,4월,음주운전,0.30%~0.34%,야,2,0,3
2009,4월,측정불능,측정불능,주,3,0,3
2009,4월,측정불능,측정불능,야,7,1,8
2009,4월,해당 없음,해당 없음,주,9395,173,14257
2009,4월,해당 없음,해당 없음,야,7170,168,10811
2009,4월,기타불명,기타불명,주,109,0,120
2009,4월,기타불명,기타불명,야,137,5,150
2009,5월,음주상태,0.05%미만,주,17,5,56
2009,5월,음주상태,0.05%미만,야,26,5,36
2009,5월,음주운전,측정불응,주,7,0,8
2009,5월,음주운전,측정불응,야,31,0,56
2009,5월,음주운전,0.05%~0.09%,주,152,8,292
2009,5월,음주운전,0.05%~0.09%,야,312,10,580
2009,5월,음주운전,0.10%~0.14%,주,164,6,277
2009,5월,음주운전,0.10%~0.14%,야,678,18,1264
2009,5월,음주운전,0.15%~0.19%,주,151,11,242
2009,5월,음주운전,0.15%~0.19%,야,609,23,1146
2009,5월,음주운전,0.20%~0.24%,주,74,2,142
2009,5월,음주운전,0.20%~0.24%,야,231,9,415
2009,5월,음주운전,0.25%~0.29%,주,33,2,54
2009,5월,음주운전,0.25%~0.29%,야,37,2,59
2009,5월,음주운전,0.30%~0.34%,주,7,1,16
2009,5월,음주운전,0.30%~0.34%,야,11,2,21
2009,5월,음주운전,0.35%이상,야,2,0,3
2009,5월,측정불능,측정불능,주,6,0,9
2009,5월,측정불능,측정불능,야,17,1,20
2009,5월,해당 없음,해당 없음,주,9848,223,15110
2009,5월,해당 없음,해당 없음,야,7572,188,11638
2009,5월,기타불명,기타불명,주,105,2,123
2009,5월,기타불명,기타불명,야,147,1,176
2009,6월,음주상태,0.05%미만,주,15,6,40
2009,6월,음주상태,0.05%미만,야,25,6,37
2009,6월,음주운전,측정불응,주,9,0,16
2009,6월,음주운전,측정불응,야,37,0,62
2009,6월,음주운전,0.05%~0.09%,주,110,5,203
2009,6월,음주운전,0.05%~0.09%,야,275,8,448
2009,6월,음주운전,0.10%~0.14%,주,135,3,255
2009,6월,음주운전,0.10%~0.14%,야,538,18,933
2009,6월,음주운전,0.15%~0.19%,주,144,9,291
2009,6월,음주운전,0.15%~0.19%,야,561,10,928
2009,6월,음주운전,0.20%~0.24%,주,77,4,118
2009,6월,음주운전,0.20%~0.24%,야,230,7,414
2009,6월,음주운전,0.25%~0.29%,주,18,1,32
2009,6월,음주운전,0.25%~0.29%,야,50,1,86
2009,6월,음주운전,0.30%~0.34%,주,9,0,13
2009,6월,음주운전,0.30%~0.34%,야,12,1,13
2009,6월,음주운전,0.35%이상,주,1,0,1
2009,6월,음주운전,0.35%이상,야,2,0,2
2009,6월,측정불능,측정불능,주,5,0,7
2009,6월,측정불능,측정불능,야,15,1,19
2009,6월,해당 없음,해당 없음,주,9606,198,14342
2009,6월,해당 없음,해당 없음,야,7126,154,10517
2009,6월,기타불명,기타불명,주,121,0,140
2009,6월,기타불명,기타불명,야,128,1,167
2009,7월,음주상태,0.05%미만,주,14,7,16
2009,7월,음주상태,0.05%미만,야,20,3,35
2009,7월,음주운전,측정불응,주,11,0,14
2009,7월,음주운전,측정불응,야,38,0,82
2009,7월,음주운전,0.05%~0.09%,주,107,4,207
2009,7월,음주운전,0.05%~0.09%,야,270,5,468
2009,7월,음주운전,0.10%~0.14%,주,160,4,275
2009,7월,음주운전,0.10%~0.14%,야,611,8,1079
2009,7월,음주운전,0.15%~0.19%,주,152,4,273
2009,7월,음주운전,0.15%~0.19%,야,644,20,1164
2009,7월,음주운전,0.20%~0.24%,주,87,3,173
2009,7월,음주운전,0.20%~0.24%,야,294,7,519
2009,7월,음주운전,0.25%~0.29%,주,31,1,66
2009,7월,음주운전,0.25%~0.29%,야,58,3,105
2009,7월,음주운전,0.30%~0.34%,주,9,1,18
2009,7월,음주운전,0.30%~0.34%,야,10,1,17
2009,7월,음주운전,0.35%이상,주,1,0,1
2009,7월,음주운전,0.35%이상,야,4,0,7
2009,7월,측정불능,측정불능,주,4,0,4
2009,7월,측정불능,측정불능,야,13,0,19
2009,7월,해당 없음,해당 없음,주,9840,205,15088
2009,7월,해당 없음,해당 없음,야,7638,177,11611
2009,7월,기타불명,기타불명,주,114,1,125
2009,7월,기타불명,기타불명,야,151,0,179
2009,8월,음주상태,0.05%미만,주,16,11,40
2009,8월,음주상태,0.05%미만,야,22,8,35
2009,8월,음주운전,측정불응,주,7,0,11
2009,8월,음주운전,측정불응,야,28,0,58
2009,8월,음주운전,0.05%~0.09%,주,131,6,269
2009,8월,음주운전,0.05%~0.09%,야,263,12,463
2009,8월,음주운전,0.10%~0.14%,주,156,5,281
2009,8월,음주운전,0.10%~0.14%,야,536,13,956
2009,8월,음주운전,0.15%~0.19%,주,156,6,260
2009,8월,음주운전,0.15%~0.19%,야,579,18,1068
2009,8월,음주운전,0.20%~0.24%,주,90,3,174
2009,8월,음주운전,0.20%~0.24%,야,214,4,374
2009,8월,음주운전,0.25%~0.29%,주,32,4,48
2009,8월,음주운전,0.25%~0.29%,야,38,8,61
2009,8월,음주운전,0.30%~0.34%,주,10,0,18
2009,8월,음주운전,0.30%~0.34%,야,5,0,6
2009,8월,음주운전,0.35%이상,주,4,0,6
2009,8월,음주운전,0.35%이상,야,1,0,2
2009,8월,측정불능,측정불능,주,3,0,4
2009,8월,측정불능,측정불능,야,17,2,24
2009,8월,해당 없음,해당 없음,주,9946,210,16123
2009,8월,해당 없음,해당 없음,야,7508,199,11649
2009,8월,기타불명,기타불명,주,93,2,110
2009,8월,기타불명,기타불명,야,138,3,160
2009,9월,음주상태,0.05%미만,주,15,3,25
2009,9월,음주상태,0.05%미만,야,23,8,37
2009,9월,음주운전,측정불응,주,6,0,12
2009,9월,음주운전,측정불응,야,32,0,46
2009,9월,음주운전,0.05%~0.09%,주,129,4,220
2009,9월,음주운전,0.05%~0.09%,야,298,8,506
2009,9월,음주운전,0.10%~0.14%,주,155,5,262
2009,9월,음주운전,0.10%~0.14%,야,626,18,1073
2009,9월,음주운전,0.15%~0.19%,주,126,6,202
2009,9월,음주운전,0.15%~0.19%,야,569,14,1055
2009,9월,음주운전,0.20%~0.24%,주,71,5,111
2009,9월,음주운전,0.20%~0.24%,야,203,15,336
2009,9월,음주운전,0.25%~0.29%,주,14,0,18
2009,9월,음주운전,0.25%~0.29%,야,37,4,66
2009,9월,음주운전,0.30%~0.34%,주,4,0,11
2009,9월,음주운전,0.30%~0.34%,야,8,1,8
2009,9월,음주운전,0.35%이상,주,1,0,1
2009,9월,측정불능,측정불능,주,3,0,3
2009,9월,측정불능,측정불능,야,11,1,15
2009,9월,해당 없음,해당 없음,주,10475,199,15663
2009,9월,해당 없음,해당 없음,야,7907,206,11694
2009,9월,기타불명,기타불명,주,130,0,152
2009,9월,기타불명,기타불명,야,161,3,184
2009,10월,음주상태,0.05%미만,주,12,6,12
2009,10월,음주상태,0.05%미만,야,29,10,84
2009,10월,음주운전,측정불응,주,15,0,23
2009,10월,음주운전,측정불응,야,34,0,50
2009,10월,음주운전,0.05%~0.09%,주,128,7,219
2009,10월,음주운전,0.05%~0.09%,야,384,11,676
2009,10월,음주운전,0.10%~0.14%,주,184,3,372
2009,10월,음주운전,0.10%~0.14%,야,685,20,1206
2009,10월,음주운전,0.15%~0.19%,주,145,6,262
2009,10월,음주운전,0.15%~0.19%,야,609,18,1144
2009,10월,음주운전,0.20%~0.24%,주,63,4,105
2009,10월,음주운전,0.20%~0.24%,야,189,6,346
2009,10월,음주운전,0.25%~0.29%,주,22,2,41
2009,10월,음주운전,0.25%~0.29%,야,21,5,27
2009,10월,음주운전,0.30%~0.34%,주,3,0,3
2009,10월,음주운전,0.30%~0.34%,야,10,0,16
2009,10월,음주운전,0.35%이상,주,1,0,1
2009,10월,음주운전,0.35%이상,야,1,0,2
2009,10월,측정불능,측정불능,주,7,0,14
2009,10월,측정불능,측정불능,야,11,0,18
2009,10월,해당 없음,해당 없음,주,10559,226,16218
